card_id,name,set,number,finish,pay_low_usd,pay_high_usd,pay_source,trust,sales_behind_mark,listings_now,sellers_now,listings_as_of,nm_usd,lp_usd,conflict_ratio
ex15-39,Smeargle δ,Dragon Frontiers,39,reverse_holo,23,31,mark,amber,3,2,2,2026-08-04,26.999320207999997,20.373,
ex15-4,Meganium δ,Dragon Frontiers,4,holo,27,36,book,conflict,19,20,18,2026-08-04,64.68410341280892,28.225,2.06
ex15-4,Meganium δ,Dragon Frontiers,4,reverse_holo,50,75,book,red,0,9,9,2026-08-04,99.95,34.687000000000005,
ex15-40,Swellow δ,Dragon Frontiers,40,normal,1.67,2.26,mark,green,18,1,1,2026-08-04,1.9643864411321028,2.4850000000000003,
ex15-40,Swellow δ,Dragon Frontiers,40,reverse_holo,2.99,4.49,book,conflict,3,16,13,2026-08-04,29.926308,18.115,8.0
ex15-41,Togepi δ,Dragon Frontiers,41,normal,4.97,6.72,mark,green,24,1,1,2026-08-04,5.842848794880538,4.99,
ex15-41,Togepi δ,Dragon Frontiers,41,reverse_holo,52,75,book,amber,4,5,5,2026-08-04,61.160399999999996,38.968,
ex15-43,Bagon δ,Dragon Frontiers,43,normal,1.97,4.0,book,conflict,20,5,5,2026-08-04,0.653871280830899,2.81,0.22
ex15-43,Bagon δ,Dragon Frontiers,43,reverse_holo,13,19,book,amber,3,8,8,2026-08-04,16.924,12.251000000000001,
ex15-44,Chikorita δ,Dragon Frontiers,44,normal,3.0,4.16,book,green,46,6,5,2026-08-04,6.562639335851686,4.1610000000000005,
ex15-44,Chikorita δ,Dragon Frontiers,44,reverse_holo,16,27,book,red,0,4,4,2026-08-04,7.86,39.99,0.37
ex15-45,Cyndaquil δ,Dragon Frontiers,45,normal,1.75,2.63,book,green,54,9,9,2026-08-04,2.0376257607221135,2.06,
ex15-45,Cyndaquil δ,Dragon Frontiers,45,reverse_holo,26,30,book,green,6,5,5,2026-08-04,39.99,23.373395055000003,
ex15-46,Dratini δ,Dragon Frontiers,46,normal,1.99,5.95,book,green,32,16,6,2026-08-04,3.492214806666471,2.99,
ex15-46,Dratini δ,Dragon Frontiers,46,reverse_holo,25,25,book,conflict,7,3,3,2026-08-04,56.5574,42.78592999999999,2.27
ex15-47,Ekans δ,Dragon Frontiers,47,normal,1.99,2.77,book,green,43,6,6,2026-08-04,1.4361942509534387,2.495,
ex15-47,Ekans δ,Dragon Frontiers,47,reverse_holo,18,20,book,red,0,11,10,2026-08-04,14.83,16.6045,
ex15-48,Elekid δ,Dragon Frontiers,48,normal,1.59,1.81,book,green,22,9,7,2026-08-04,0.9162706262915423,14.37,
ex15-48,Elekid δ,Dragon Frontiers,48,reverse_holo,15,20,book,red,0,8,7,2026-08-04,11.799999999999999,14.37,
ex15-49,Feebas δ,Dragon Frontiers,49,normal,1.99,1.99,book,conflict,27,11,8,2026-08-04,0.8214473361549757,3.328,0.41
ex15-49,Feebas δ,Dragon Frontiers,49,reverse_holo,19,23,book,amber,3,6,6,2026-08-04,37.114399999999996,20.216500000000003,
ex15-5,Milotic δ,Dragon Frontiers,5,holo,50,78,book,green,31,14,14,2026-08-04,91.01837142575324,44.745000000000005,
ex15-5,Milotic δ,Dragon Frontiers,5,reverse_holo,50,100,book,amber,3,8,8,2026-08-04,112.74889999999999,81.637,
ex15-51,Larvitar,Dragon Frontiers,51,holo,1.88,2.49,book,red,0,49,38,2026-08-11,10.905,14.23,4.99
ex15-51,Larvitar,Dragon Frontiers,51,normal,1.19,3.25,book,conflict,25,6,6,2026-08-04,0.6197261665895725,1.995,0.28
ex15-51,Larvitar,Dragon Frontiers,51,reverse_holo,21,35,book,amber,3,3,3,2026-08-04,23.018099999999997,15.814,
ex15-52,Larvitar δ,Dragon Frontiers,52,normal,1.0,1.99,book,amber,33,7,7,2026-08-04,1.06822705078125,1.99,
ex15-52,Larvitar δ,Dragon Frontiers,52,reverse_holo,30,47,book,red,0,5,4,2026-08-04,29.91,25.5,
ex15-53,Ledyba δ,Dragon Frontiers,53,holo,7.95,7.95,book_thin,red,0,1,1,2026-08-04,10.96,8.02,
ex15-53,Ledyba δ,Dragon Frontiers,53,normal,1.73,1.9,book,green,34,4,4,2026-08-04,1.2438417937625978,1.99,
ex15-53,Ledyba δ,Dragon Frontiers,53,reverse_holo,14,15,book,green,7,13,9,2026-08-04,13.5314,9.793,
ex15-54,Mareep δ,Dragon Frontiers,54,normal,1.54,2.08,mark,green,36,2,2,2026-08-04,1.8130237048477222,2.5,
ex15-54,Mareep δ,Dragon Frontiers,54,reverse_holo,11,14,book,amber,3,8,6,2026-08-04,22.087199999999996,15.221,
ex15-55,Natu δ,Dragon Frontiers,55,holo,1.99,3.32,book,red,0,42,35,2026-08-04,6.074999999999999,4.557,2.29
ex15-55,Natu δ,Dragon Frontiers,55,normal,1.02,1.38,mark,green,23,1,1,2026-08-04,1.1980065891309173,1.8299999999999998,
ex15-55,Natu δ,Dragon Frontiers,55,reverse_holo,11,17,book,amber,3,13,13,2026-08-04,13.741900000000001,9.09,
ex15-56,Nidoran ♀ δ,Dragon Frontiers,56,holo,1.99,2.06,book,red,0,26,25,2026-08-04,7.080000000000001,11.754000000000001,3.5
ex15-56,Nidoran ♀ δ,Dragon Frontiers,56,normal,0.5,0.67,mark,green,20,1,1,2026-08-04,0.5831001973400547,1.97,
ex15-56,Nidoran ♀ δ,Dragon Frontiers,56,reverse_holo,14,18,mark,amber,4,2,2,2026-08-04,16.0326,9.580500000000002,
ex15-57,Nidoran ♂ δ,Dragon Frontiers,57,normal,0.88,1.19,mark,green,21,2,2,2026-08-04,1.0340398998757256,2.48,
ex15-57,Nidoran ♂ δ,Dragon Frontiers,57,reverse_holo,14,30,book,green,5,7,6,2026-08-04,18.797199999999997,19.256999999999998,
ex15-58,Pupitar,Dragon Frontiers,58,normal,1.97,3.53,book,conflict,24,10,10,2026-08-04,0.37065322911061016,2.614,0.13
ex15-58,Pupitar,Dragon Frontiers,58,reverse_holo,12,13,book,amber,3,7,5,2026-08-04,11.774799999999999,18.814,
ex15-59,Pupitar δ,Dragon Frontiers,59,normal,1.5,2.51,book,conflict,23,4,3,2026-08-04,0.385883765756629,1.745,0.19
ex15-59,Pupitar δ,Dragon Frontiers,59,reverse_holo,22,35,book,amber,3,4,3,2026-08-04,25.384999999999998,9.695,
ex15-6,Nidoking δ,Dragon Frontiers,6,holo,30,50,book,green,29,11,11,2026-08-04,57.98444588599813,25.537,
ex15-6,Nidoking δ,Dragon Frontiers,6,reverse_holo,57,77,mark,amber,3,2,2,2026-08-04,66.9647,47.137,
ex15-60,Ralts,Dragon Frontiers,60,normal,1.99,1.99,book,conflict,19,7,4,2026-08-04,0.6296316175282907,2.145,0.32
ex15-60,Ralts,Dragon Frontiers,60,reverse_holo,18,24,mark,amber,3,2,2,2026-08-04,20.668999999999997,18.0,
ex15-62,Seel δ,Dragon Frontiers,62,normal,0.57,0.78,mark,green,19,2,2,2026-08-04,0.6756272372230939,1.995,
ex15-62,Seel δ,Dragon Frontiers,62,reverse_holo,15,22,book,amber,4,6,6,2026-08-04,15.220499999999998,10.118,
ex15-63,Shellder δ,Dragon Frontiers,63,normal,0.63,0.85,mark,green,37,2,2,2026-08-04,0.7432939052639417,1.99,
ex15-63,Shellder δ,Dragon Frontiers,63,reverse_holo,12,17,book,amber,3,6,6,2026-08-04,16.5041,11.7345,
ex15-64,Smoochum δ,Dragon Frontiers,64,normal,1.78,2.0,book,conflict,29,7,7,2026-08-04,0.9340568890219915,1.99,0.49
ex15-64,Smoochum δ,Dragon Frontiers,64,reverse_holo,12,15,book,amber,3,14,11,2026-08-04,15.484300000000001,8.5,
ex15-65,Swablu δ,Dragon Frontiers,65,holo,,,,red,0,2,2,2026-08-04,7.57,12.23,
ex15-65,Swablu δ,Dragon Frontiers,65,normal,0.94,1.27,mark,green,26,2,2,2026-08-04,1.10594188061158,2.22,
ex15-65,Swablu δ,Dragon Frontiers,65,reverse_holo,17,20,book,amber,4,6,3,2026-08-04,9.944040706999997,7.638515270000001,
ex15-66,Taillow δ,Dragon Frontiers,66,normal,1.77,1.89,book,conflict,26,5,5,2026-08-04,0.4585620551518476,2.52,0.25
ex15-66,Taillow δ,Dragon Frontiers,66,reverse_holo,6.54,8.18,book,amber,5,4,3,2026-08-04,12.99,5.049,
ex15-67,Totodile δ,Dragon Frontiers,67,normal,2.05,2.99,book,amber,52,16,16,2026-08-04,3.7835628476594563,2.99,
ex15-67,Totodile δ,Dragon Frontiers,67,reverse_holo,30,37,book,amber,3,8,7,2026-08-04,47.4882,42.222,
ex15-68,Trapinch δ,Dragon Frontiers,68,normal,1.67,1.84,book,conflict,28,10,8,2026-08-04,0.3820033241927916,1.745,0.22
ex15-68,Trapinch δ,Dragon Frontiers,68,reverse_holo,12,15,book,red,0,10,4,2026-08-04,0.4,11.891,0.03
ex15-69,Trapinch δ,Dragon Frontiers,69,normal,1.75,1.87,book,green,35,6,4,2026-08-04,1.0583459298905062,2.385,
ex15-69,Trapinch δ,Dragon Frontiers,69,reverse_holo,16,45,book_thin,red,0,2,2,2026-08-04,1.17,18.057,
ex15-7,Nidoqueen δ,Dragon Frontiers,7,holo,28,30,book,green,18,15,12,2026-08-04,32.299231636026285,16.534,
ex15-7,Nidoqueen δ,Dragon Frontiers,7,reverse_holo,25,36,book,red,0,3,3,2026-08-04,52.48,20.125,
ex15-70,Vulpix δ,Dragon Frontiers,70,normal,2.0,2.1,book,green,49,4,4,2026-08-04,2.7133159219381264,4.956,
ex15-70,Vulpix δ,Dragon Frontiers,70,reverse_holo,20,26,book,amber,4,6,5,2026-08-04,21.118221613000003,22.65,
ex15-71,Wooper δ,Dragon Frontiers,71,normal,6.67,6.9,book,green,52,6,3,2026-08-04,8.320043241432073,6.579000000000001,
ex15-71,Wooper δ,Dragon Frontiers,71,reverse_holo,50,67,mark,green,6,2,2,2026-08-04,58.49,59.99,
ex15-8,Ninetales δ,Dragon Frontiers,8,holo,90,115,book,green,26,15,14,2026-08-04,160.4053108790693,82.337,
ex15-8,Ninetales δ,Dragon Frontiers,8,reverse_holo,72,150,book,red,0,5,5,2026-08-04,238.02,187.79,2.15
ex15-83,Switch,Dragon Frontiers,83,normal,1.5,3.0,book,conflict,10,3,2,2026-08-04,0.476829507236312,3.96,0.21
ex15-83,Switch,Dragon Frontiers,83,reverse_holo,4.28,5.7,book,amber,4,6,5,2026-08-04,5.1252,3.96,
ex15-9,Pinsir δ,Dragon Frontiers,9,holo,18,23,book,green,24,12,11,2026-08-04,29.547575033539307,14.084,
ex15-9,Pinsir δ,Dragon Frontiers,9,reverse_holo,18,35,book,amber,4,11,11,2026-08-04,28.249399999999998,16.2755,
ex15-90,Altaria ex δ,Dragon Frontiers,90,holo,62,88,book,green,10,4,4,2026-08-04,99.70601386856845,74.9,
ex15-91,Dragonite ex δ,Dragon Frontiers,91,holo,205,296,book,green,8,10,9,2026-08-04,357.47933551001694,226.95600000000002,
ex15-92,Flygon ex δ,Dragon Frontiers,92,holo,66,120,book,green,5,3,3,2026-08-04,138.7615477743183,113.44749999999999,
ex15-93,Gardevoir ex δ,Dragon Frontiers,93,holo,155,200,book,amber,4,12,8,2026-08-04,159.21857908624023,175.77,
ex15-94,Kingdra ex δ,Dragon Frontiers,94,holo,42,78,book,green,5,4,4,2026-08-04,102.93041863682299,69.264,
ex15-95,Latias ex δ,Dragon Frontiers,95,holo,118,198,book,amber,2,6,6,2026-08-04,122.2118745010383,192.096,
ex15-96,Latios ex δ,Dragon Frontiers,96,holo,194,270,book,amber,4,8,8,2026-08-04,349.37211802982705,136.237,
ex15-97,Rayquaza ex δ,Dragon Frontiers,97,holo,162,450,book,amber,1,4,3,2026-08-04,596.2645,137.994,
ex15-98,Salamence ex δ,Dragon Frontiers,98,holo,165,200,book,amber,2,6,6,2026-08-04,282.78447977979664,192.21200000000002,
ex15-99,Tyranitar ex δ,Dragon Frontiers,99,holo,129,162,book,green,7,15,15,2026-08-04,172.045323455249,142.5,
bw6-22,Ho-Oh-EX,Dragons Exalted,22,holo,5.84,8.24,band,green,45,2,2,2026-08-02,5.841584720254171,6.1785,
bw6-46,Mew-EX,Dragons Exalted,46,holo,60,85,band,green,33,1,1,2026-08-04,79.63395614331189,55.366,
bw6-81,Registeel-EX,Dragons Exalted,81,holo,11,15,band,green,12,0,0,,12.264097578137688,10.725000000000001,
bw6-85,Rayquaza-EX,Dragons Exalted,85,holo,25,41,band,green,198,0,0,,28.499799380689492,14.2515,
ex9-100,Registeel ex,Emerald,100,holo,170,174,book,green,6,8,7,2026-08-11,141.5465134374091,125.49000000000001,
ex9-12,Chimecho,Emerald,12,normal,2.0,5.0,book,green,15,5,5,2026-08-04,1.8750128703008946,2.9025000000000003,
ex9-12,Chimecho,Emerald,12,reverse_holo,31,42,mark,amber,3,1,0,2026-08-04,36.418099999999995,18.15147,
ex9-13,Glalie,Emerald,13,normal,2.16,2.2,book,green,17,7,5,2026-08-04,1.1453989995467835,0.79,
ex9-13,Glalie,Emerald,13,reverse_holo,18,25,mark,amber,3,2,2,2026-08-04,21.6729,0.79,
ex9-14,Groudon,Emerald,14,normal,11,15,mark,amber,15,1,1,2026-08-04,13.308684971725686,6.99,
ex9-14,Groudon,Emerald,14,reverse_holo,210,210,book_thin,red,0,1,0,2026-07-20,176.21,154.143,
ex9-15,Kyogre,Emerald,15,normal,5.74,11,book,green,17,4,3,2026-08-04,11.70474442870829,5.9275,
ex9-15,Kyogre,Emerald,15,reverse_holo,300,300,book_thin,red,0,1,0,2026-08-04,12.014999999999999,180.757,
ex9-16,Manectric,Emerald,16,normal,3.5,8.0,book,conflict,14,3,3,2026-08-04,2.518083475895801,2.99,0.44
ex9-16,Manectric,Emerald,16,reverse_holo,84,84,book_thin,red,0,1,1,2026-08-04,3.3200000000000003,31.85,
ex9-17,Nosepass,Emerald,17,normal,1.21,1.6,book,green,8,16,12,2026-08-11,1.5567416158619938,1.846,
ex9-17,Nosepass,Emerald,17,reverse_holo,1.21,1.6,book,conflict,3,16,12,2026-08-11,18.0836814329,23.941000000000003,12.87
ex9-18,Relicanth,Emerald,18,normal,2.44,2.79,book,green,20,14,13,2026-08-11,2.4021413525376363,3.241,
ex9-18,Relicanth,Emerald,18,reverse_holo,46,63,mark,amber,3,2,1,2026-08-04,54.565,24.409000000000002,
ex9-19,Rhydon,Emerald,19,normal,1.47,1.99,mark,green,12,1,1,2026-08-04,1.7296678737069104,1.32,
ex9-19,Rhydon,Emerald,19,reverse_holo,74,100,mark,amber,4,1,0,2026-08-04,86.649998744,50.073,
ex9-20,Seviper,Emerald,20,normal,1.84,2.48,mark,green,10,1,0,2026-08-04,2.1589866145942,4.107,
ex9-20,Seviper,Emerald,20,reverse_holo,2.67,5.59,book,red,0,20,16,2026-08-11,14.495,29.1,3.51
ex9-21,Zangoose,Emerald,21,normal,2.54,4.5,book,green,23,9,8,2026-08-04,4.406097725804334,3.0700000000000003,
ex9-21,Zangoose,Emerald,21,reverse_holo,4.01,4.74,book,conflict,3,32,29,2026-08-11,72.1465,63.748,16.49
ex9-86,Darkness Energy,Emerald,86,holo,1.67,2.16,book,conflict,3,9,9,2026-08-11,192.13322856999997,1.36,100.33
ex9-86,Darkness Energy,Emerald,86,normal,1.6,2.17,mark,green,11,1,1,2026-08-02,1.8875502441191871,7.831000000000001,
ex9-86,Darkness Energy,Emerald,86,reverse_holo,31,31,book_thin,red,0,1,1,2026-08-04,1354.2587755,1.36,
ex9-87,Double Rainbow Energy,Emerald,87,normal,8.66,9.0,book,amber,3,8,8,2026-08-04,7.892641722381451,7.59,
ex9-87,Double Rainbow Energy,Emerald,87,reverse_holo,29,29,book_thin,red,0,1,1,2026-08-04,5.975,3.9,
ex9-90,Altaria ex,Emerald,90,holo,79,107,mark,amber,4,1,1,2026-08-11,92.95892538201393,131.9925,
ex9-91,Cacturne ex,Emerald,91,holo,201,250,book,green,6,5,3,2026-08-11,161.44287742858987,106.2855,
ex9-92,Camerupt ex,Emerald,92,holo,109,175,book,amber,4,5,3,2026-08-11,78.27256158158497,75.0,
ex9-93,Deoxys ex,Emerald,93,holo,456,674,book,conflict,5,6,2,2026-08-04,155.10485128523453,239.032,0.27
ex9-95,Medicham ex,Emerald,95,holo,125,162,book,amber,6,10,3,2026-08-04,113.6839424742755,101.85600000000001,
ex9-96,Milotic ex,Emerald,96,holo,348,1001,book,amber,1,11,3,2026-08-04,427.19140000000004,344.819,
ex9-97,Raichu ex,Emerald,97,holo,229,275,book,amber,4,5,5,2026-08-04,175.39878216361595,130.0,
ex9-98,Regice ex,Emerald,98,holo,159,216,mark,green,5,2,2,2026-08-04,187.60447874705162,165.063,
dp4-1,Blaziken,Great Encounters,1,holo,15,18,book,green,10,16,11,2026-08-04,23.244556708518537,17.735999999999997,
dp4-10,Tangrowth,Great Encounters,10,holo,3.85,5.5,book,green,20,21,18,2026-08-11,5.48978003602257,5.737,
dp4-10,Tangrowth,Great Encounters,10,reverse_holo,2.9,4.93,book,red,0,13,10,2026-08-11,4.9,3.64,
dp4-11,Togekiss,Great Encounters,11,holo,11,18,book,green,13,16,12,2026-08-04,22.563291729638998,11.953,
dp4-11,Togekiss,Great Encounters,11,reverse_holo,12,19,book,red,0,3,3,2026-08-04,22.63,12.403,
dp4-12,Altaria,Great Encounters,12,normal,1.79,2.96,book,green,7,4,4,2026-08-04,3.6095963479589424,7.816000000000001,
dp4-12,Altaria,Great Encounters,12,reverse_holo,9.99,13,book,red,0,7,7,2026-08-04,9.77,1.93,
dp4-14,Butterfree,Great Encounters,14,normal,1.69,1.69,book,conflict,8,5,3,2026-08-06,6.291419877592477,4.491,3.72
dp4-14,Butterfree,Great Encounters,14,reverse_holo,8.99,8.99,book_thin,red,0,1,1,2026-08-04,6.16,9.99,
dp4-16,Dialga,Great Encounters,16,holo,4.64,5.94,book,red,0,10,9,2026-08-04,16.4,10.495000000000001,3.1
dp4-16,Dialga,Great Encounters,16,normal,4.0,5.0,book,conflict,13,21,16,2026-08-11,11.29805598185946,2.576,2.51
dp4-16,Dialga,Great Encounters,16,reverse_holo,4.99,5.0,book,conflict,5,7,7,2026-08-04,15.299199999999999,15.495,3.06
dp4-17,Exploud,Great Encounters,17,normal,1.66,2.24,mark,green,11,2,2,2026-08-04,1.9517730735223024,0.58,
dp4-17,Exploud,Great Encounters,17,reverse_holo,2.09,3.18,book,red,0,4,3,2026-08-04,2.015,3.88,
dp4-18,Houndoom,Great Encounters,18,normal,2.52,3.99,book,green,20,7,7,2026-08-04,4.093863509052401,3.49,
dp4-18,Houndoom,Great Encounters,18,reverse_holo,14,22,book,amber,3,7,6,2026-08-04,17.983999999999998,15.463,
dp4-19,Hypno,Great Encounters,19,normal,1.74,2.35,mark,green,9,1,1,2026-08-04,2.0476521207496674,3.97,
dp4-19,Hypno,Great Encounters,19,reverse_holo,4.99,7.24,book,red,0,3,3,2026-08-04,5.12,3.97,
dp4-2,Cresselia,Great Encounters,2,holo,9.99,12,book,green,13,11,5,2026-08-04,15.569119428559226,9.771000000000003,
dp4-2,Cresselia,Great Encounters,2,reverse_holo,6.99,8.99,book,red,0,7,7,2026-08-04,16.875,8.5515,2.11
dp4-20,Kingler,Great Encounters,20,normal,1.81,2.45,mark,green,12,1,1,2026-08-02,2.1326653636108404,1.19,
dp4-20,Kingler,Great Encounters,20,reverse_holo,3.12,5.89,book,red,0,4,4,2026-08-04,2.05,3.4985,0.46
dp4-21,Lapras,Great Encounters,21,normal,15,20,mark,green,14,1,1,2026-08-04,17.34046967056329,9.711,
dp4-21,Lapras,Great Encounters,21,reverse_holo,15,18,book,amber,3,7,7,2026-08-04,25.4826,17.099999999999998,
dp4-23,Latios,Great Encounters,23,normal,5.33,10,book,amber,4,6,6,2026-08-04,7.650522570868736,4.1565,
dp4-23,Latios,Great Encounters,23,reverse_holo,13,19,book,red,0,4,3,2026-08-04,21.99,11.181000000000001,
dp4-24,Mawile,Great Encounters,24,normal,6.28,18,book,green,24,10,9,2026-08-11,14.362039770435654,4.197,
dp4-24,Mawile,Great Encounters,24,reverse_holo,19,20,book,green,6,5,5,2026-08-04,15.5414,13.413,
dp4-25,Milotic,Great Encounters,25,normal,11,11,book,green,8,6,6,2026-08-04,17.670591610465678,6.849,
dp4-25,Milotic,Great Encounters,25,reverse_holo,32,32,book_thin,red,0,1,1,2026-08-04,22.48,21.465000000000003,
dp4-27,Primeape,Great Encounters,27,normal,1.0,2.13,book,green,9,37,33,2026-08-11,1.0022662510054194,2.5700000000000003,
dp4-27,Primeape,Great Encounters,27,reverse_holo,3.92,7.0,book,red,0,5,4,2026-08-06,2.065,4.82,0.38
dp4-28,Slowking,Great Encounters,28,normal,2.44,3.67,book,green,18,4,4,2026-08-04,3.4111127108980543,2.382,
dp4-28,Slowking,Great Encounters,28,reverse_holo,9.45,9.72,book,amber,3,12,9,2026-08-04,7.1312,7.588500000000001,
dp4-29,Unown [H],Great Encounters,29,normal,10,14,mark,green,17,1,0,2026-08-04,12.32960327135928,7.0,
dp4-29,Unown [H],Great Encounters,29,reverse_holo,14,15,book,amber,3,5,5,2026-08-04,14.205799999999998,12.522,
dp4-3,Darkrai,Great Encounters,3,holo,33,45,mark,green,22,3,3,2026-08-04,39.09883836821204,22.376000000000005,
dp4-3,Darkrai,Great Encounters,3,reverse_holo,50,50,book_thin,red,0,1,1,2026-08-04,38.545,25.751,
dp4-30,Wailord,Great Encounters,30,normal,6.99,7.99,book,green,11,3,3,2026-08-04,11.253699871685354,7.953,
dp4-30,Wailord,Great Encounters,30,reverse_holo,100,100,book_thin,red,0,1,1,2026-08-04,14.774999999999999,18.348,
dp4-32,Wigglytuff,Great Encounters,32,normal,1.73,2.34,mark,green,8,1,1,2026-08-04,2.0389234203483397,1.55,
dp4-32,Wigglytuff,Great Encounters,32,reverse_holo,,,,red,0,2,1,2026-08-04,13.33,1.55,
dp4-4,Darkrai,Great Encounters,4,holo,5.42,15,book,amber,13,6,2,2026-08-04,8.73565673828125,13.750000000000002,
dp4-4,Darkrai,Great Encounters,4,reverse_holo,15,18,book_thin,red,0,2,2,2026-08-04,26.595,15.622,
dp4-5,Pachirisu,Great Encounters,5,holo,8.0,15,book,green,26,11,9,2026-08-04,18.19691304012786,11.906,
dp4-5,Pachirisu,Great Encounters,5,reverse_holo,5.5,9.99,book,red,0,5,5,2026-08-04,20.06,6.956,2.59
dp4-6,Porygon-Z,Great Encounters,6,holo,5.15,6.99,book,green,19,8,5,2026-08-04,10.470859131139646,8.415,
dp4-6,Porygon-Z,Great Encounters,6,reverse_holo,12,17,book,red,0,11,8,2026-08-04,17.2,7.56,
dp4-7,Rotom,Great Encounters,7,holo,16,37,book,conflict,9,8,7,2026-08-04,10.725818547665929,13.741,0.4
dp4-7,Rotom,Great Encounters,7,reverse_holo,,,,red,0,4,4,2026-08-04,30.644999999999996,7.864000000000001,
dp4-8,Sceptile,Great Encounters,8,holo,18,20,book,amber,16,12,10,2026-08-04,22.68680460455437,12.118,
dp4-8,Sceptile,Great Encounters,8,reverse_holo,,,,red,0,3,3,2026-08-04,2.97,12.604000000000001,0.11
dp4-9,Swampert,Great Encounters,9,holo,14,19,book,green,6,12,11,2026-08-04,24.55889154800151,20.504,
dp4-9,Swampert,Great Encounters,9,reverse_holo,20,40,book_thin,red,0,2,2,2026-08-04,42.265,20.918,
hgss4-1,Aggron,HS Triumphant,1,holo,3.17,7.62,book,green,15,16,9,2026-08-04,9.882565009875744,6.64,
hgss4-10,Spiritomb,HS Triumphant,10,holo,4.19,4.87,book,green,17,11,10,2026-08-04,4.280609290471125,3.379,
hgss4-10,Spiritomb,HS Triumphant,10,reverse_holo,4.0,4.77,book,amber,3,13,12,2026-08-04,6.773000000000001,4.855,
hgss4-11,Venomoth,HS Triumphant,11,holo,4.0,5.0,book,green,16,3,2,2026-08-11,4.165170560685095,3.4415,
hgss4-11,Venomoth,HS Triumphant,11,normal,1.89,4.0,book,amber,3,13,7,2026-08-11,2.2279999999999998,3.14,
hgss4-11,Venomoth,HS Triumphant,11,reverse_holo,4.7,6.04,book,amber,3,4,3,2026-08-06,5.558000000000001,3.14,
hgss4-15,Bronzong,HS Triumphant,15,normal,12,15,book,green,12,5,5,2026-08-11,17.687394725178077,10.062,
hgss4-15,Bronzong,HS Triumphant,15,reverse_holo,12,15,book,amber,4,5,5,2026-08-11,20.226999999999997,19.062,
hgss4-17,Ditto,HS Triumphant,17,normal,16,22,mark,green,10,1,1,2026-08-04,19.23838269296549,14.99,
hgss4-17,Ditto,HS Triumphant,17,reverse_holo,,,,red,0,1,1,2026-08-04,21.13,62.284,
hgss4-18,Dragonite,HS Triumphant,18,normal,13,17,mark,green,22,1,1,2026-08-04,14.927514467258543,11.22,
hgss4-18,Dragonite,HS Triumphant,18,reverse_holo,41,56,mark,amber,3,1,1,2026-08-04,48.619,54.439,
hgss4-2,Altaria,HS Triumphant,2,holo,11,20,book,green,17,3,3,2026-07-14,10.182428208317395,8.03,
hgss4-3,Celebi,HS Triumphant,3,holo,17,26,band,green,9,7,4,2026-08-04,23.37580826936139,9.994500000000002,
hgss4-3,Celebi,HS Triumphant,3,reverse_holo,9.26,13,mark,green,5,7,4,2026-08-04,10.89,10.503000000000002,
hgss4-5,Mamoswine,HS Triumphant,5,holo,3.16,5.0,band,conflict,16,4,1,2026-08-06,3.8135092112719207,3.1550000000000002,0.06
hgss4-5,Mamoswine,HS Triumphant,5,reverse_holo,5.17,7.0,mark,amber,3,1,1,2026-08-04,6.083,0.83,
hgss4-6,Nidoking,HS Triumphant,6,holo,7.86,11,mark,amber,25,1,1,2026-08-04,9.243011474609375,9.7676297,
hgss4-7,Porygon-Z,HS Triumphant,7,holo,6.19,10,band,green,13,1,1,2026-08-04,6.186059962826799,6.332000000000001,
hgss4-7,Porygon-Z,HS Triumphant,7,reverse_holo,6.15,8.16,band,amber,3,1,1,2026-08-04,6.147,4.82,
hgss4-8,Rapidash,HS Triumphant,8,holo,20,22,book,green,17,7,6,2026-08-11,23.099609880706165,14.245500000000002,
hgss4-8,Rapidash,HS Triumphant,8,reverse_holo,20,22,book,red,0,7,6,2026-08-11,25.06,12.657,
hgss3-47,Eevee,HS Undaunted,47,normal,2.64,2.88,book,green,19,14,14,2026-08-11,2.730960900766377,2.8920000000000003,
hgss3-47,Eevee,HS Undaunted,47,reverse_holo,2.64,2.88,book,red,0,14,14,2026-08-11,32.17,22.19,11.66
hgss3-48,Eevee,HS Undaunted,48,normal,3.23,4.88,book,green,34,8,8,2026-08-06,4.356780543214008,3.447,
hgss3-48,Eevee,HS Undaunted,48,reverse_holo,15,20,mark,amber,3,1,1,2026-08-06,17.8,2.34,
hgss3-61,Pikachu,HS Undaunted,61,holo,7.0,7.99,book,conflict,4,19,18,2026-08-06,17.714,61.73,2.36
hgss3-61,Pikachu,HS Undaunted,61,normal,7.25,7.99,book,amber,44,5,5,2026-08-04,12.203993267827684,7.28,
hgss3-61,Pikachu,HS Undaunted,61,reverse_holo,,,,red,0,3,2,2026-08-04,141.23,91.628,3.54
hgss3-66,Slowpoke,HS Undaunted,66,normal,18,20,book,green,48,3,3,2026-08-04,20.095659631256847,15.791,
hgss3-66,Slowpoke,HS Undaunted,66,reverse_holo,16,19,book,red,0,13,12,2026-08-04,25.23,90.0,
hgss3-70,Togepi,HS Undaunted,70,normal,1.85,2.5,mark,amber,30,1,1,2026-08-04,2.173939154314801,2.12,
hgss3-70,Togepi,HS Undaunted,70,reverse_holo,24,32,book,red,0,6,6,2026-08-06,37.5,13.679,
hgss2-1,Jirachi,HS Unleashed,1,holo,15,18,book,red,0,6,6,2026-08-04,26.04,24.73,
hgss2-1,Jirachi,HS Unleashed,1,reverse_holo,29,29,book_thin,red,0,1,1,2026-08-04,26.04,18.673,
